KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
tasktitleVessel2,Vessel - Part II,,Vaisseau - partie II,,,,,,Суда - Часть II,,飞船 - 第二部分,,,,Όχημα - Μέρος ΙΙ,,
acttitleDocking,Docking,,Arrimage,,,,,,Стыковка,,停靠,,,,Πλευρίζοντας,,
actdescDocking,"[i]Q: Can I dock a Small Vessel or a Hover Vessel to a Capital Vessel?[/i]\nYes, but the to-be-docked vessels needs to be in the same faction as the Capital Vessel you want to dock it to. Exception: if the Capital Vessel is set to public, any private vessel can dock.\n\n[i]Q: Can I dock Small Vessel to Small Vessel or Hover Vessel to Small Vessel or Capital Vessel to a Base or any other combination?[/i]\nNo. Only Small Vessel/Hover Vessel can currently be docked to a Capital Vessel.\n\n[i]Q: How does docking work in particular?[/i]\nYour Hover Vessel or Small Vessel either need to be equipped with docking pads or landing gears attached BELOW the vessel corpus. Adding docking pads on the sides or on the top will not dock the vessel to the Capital Vessel! \n\nMove your Small Vessel or Hover Vessel onto the Capital Vessel. Lower the vessel with C and the Vessel will dock itself. There is no Docking-Key. Just have a look at the info screen on the right. It will show you a 'docked: ' with YES or NO. To undock, just hit SPACE and fly away. \n\n[u]Note:[/u] \n- Small Vessel and Hover Vessel will not dock to any other blocks than steel or hardened steel. \n - You cannot dock a Small Vessel or Hover Vessel to a Capital Vessel landing gear!\n\n[i]Q: Do the Capital Vessel landing gears have any use?[/i]\nOther than looking cool and absorbing damage from a hard landing? Not yet.",,"[i]Q: puis-je arrimer un petit vaisseau ou un Hover à un vaisseau mère ? [/i]\nOui, mais pour pouvoir s'arrimer, le vaisseau doit faire partie de la même Faction que le vaisseau mère. Exception : si le vaisseau mère est défini 'Public', n'importe quel vaisseau privé peut s'y arrimer.\n\n[u]Note :[/u] actuellement, seul un petit vaisseau ou un Hover peut être arrimé à un vaisseau mère.\n\n[i]Q: comment fonctionne l'arrimage ? [/i]\nVotre Hover ou petit vaisseau doit être équipé d'un système d'arrimage (Hover) ou d'un train d'atterrissage (petit vaisseau) fixé au dessous de la coque. Monter un système d'arrimage sur les côtés ou sur le dessus du Hover ne permettra pas l'arrimage ! \nPour réaliser l'arrimage :\n1- Amenez votre petit vaisseau ou Hover sur le vaisseau mère.\n2- Abaisser le vaisseau avec la touche 'C', et l'arrimage se fera tout seul.\nVous pourrez voir à droite de l'écran l'info 'Arrimé : ' avec 'Oui' ou 'Non'. Pour vous désarrimer, il suffit d'appuyez sur 'espace' et de décoller.\n\n[u]Note :[/u] Un petit vaisseau ou Hover ne pourra pas s'arrimer à des blocs autres que ceux en acier ou acier blindé.\nVous ne pouvez pas vous arrimer au train d'atterrissage d'un vaisseau mère !\n\n[i]Q: le train d'atterrissage a t-il une utilité sur un vaisseau mère ? [/i]\nAutre qu'avoir l'air cool et absorber les chocs en cas d'atterrissage brutal ? Pas encore.\n",,,,,,"[i]В: Могу ли я пристыковать свое малое судно или парящее судно к большому судну?[/i]\nДа, но стыкуемые суда должны принадлежать той же фракции, что и большое судно. Исключение: если большое судно отмечено как публичное, то стыковаться может любое личное судно.\n\n[i]В: Могу ли я стыковать малое судно к малому или большое судно к базе или, может, использовать другие варианты стыковки?[/i]\nНет. На данный момент только малое/парящее суда могут быть пристыкованы к большому.\n\n[i]В: Как конкретно работает стыковка?[/i]\nВаше малое или парящее судно должно быть оснащено стыковочными узлами или посадочными опорами, присоединенными СНИЗУ корпуса судна. Если разместить посадочные опоры или стыковочные узлы сбоку или сверху, то такой аппарат не сможет быть пристывкован к большому судну! \n\nПодлетите на вашем малом или парящем судне к большому сверху. Снизьтесь при помощи клавиши C (по умолчанию), и судно пристыкуется автоматически. Никаких док-ключей. Просто взгляните на информационную панель справа. Там есть строка 'пристыковано: ', имеющая значение Да или Нет. Чтобы отстыковаться, просто нажмите SPACE и улетайте. \n\n[u]На заметку:[/u] \n- Малое судно или парящее судно не стыкуются ни к каким блокам, кроме стальных и блоков из закаленной стали. \n - Вы не можете пристыковать малое или парящее судно к посадочным опорам большого судна!\n\n[i]В: Есть ли в посадочных опорах большого судна хоть какой-нибудь смысл?[/i]\nКроме потрясного вида и защиты от повреждений при жесткой посадке? Пока нет.",,[i]问：我能将一艘悬浮飞船或小飞船停靠到母舰上么？[/i]\n当然，要不为啥叫母舰？但是只有同一派系的飞船才允许停靠。举例：如果母舰所有权被设置成了公共，任何悬浮飞船或小飞船都可以停靠。\n\n[i]问：我能将小飞船停靠到小飞船，或是悬浮飞船停靠到小飞船，或是母舰停靠到母舰么？[/i]\n不行。现版本只允许悬浮飞船或小飞船停靠到母舰或基地，母舰停靠到基地。\n\n[i]问：如何停靠？[/i]\n你的悬浮飞船或小飞船必须安装起落架，并能依靠起落架降落平稳，在母舰或基地上用起落架降落平稳自动进入停靠状态（起落架和母舰要有接触），有特别的音效。是否算作停靠你要在悬浮飞船或小飞船驾驶舱里看右下的信息。想脱离停靠直接飞走或悬空即可。\n\n[u]注意：[/u] \n- 悬浮飞船或小飞船不能停靠在非金属方块上（木质，混凝土）。\n - 另外，起落架也有吸收降落伤害的作用，直接方块落地，方块耐久可能有损失。,,,,"[i]Ε: Μπορώ να δέσω ένα Μικρό Όχημα ή ένα Hover Όχημα στο κεντρικό σκάφος;[/i]\nΝαι, αλλά για να δέσεις τα οχήματα χρειάζεται να είσαι στην ίδια ομάδα με αυτή του Κεντρικού Οχήματος. Εξαίρεση: Εάν το Κεντρικό Όχημα είναι Δημόσιο, τότε οποιοδήποτε ιδιωτικό όχημα μπορεί να δέσει.\n\n[i]Ε: Μπορώ να δέσω ένα Μικρό Όχημα σε ένα Μικρό Όχημα ή ένα Hover Όχημα σε ένα Όχημα ή ένα Κεντρικό Σκάφος στη βάση ή οποιονδήποτε άλλο συνδυασμό;[/i]\nΌχι. Μόνο τα Μικρά Οχήματα/Hover Οχήματα μπορούν επί του παρόντος να δέσουν σε ένα Κεντρικό Σκάφος ή Βάση.\n\n[i]Ε: Πώς λειτουργεί η πλεύριση σκάφους ειδικότερα;[/i]\nΤο Μικρό Όχημα ή το Hover Όχημα, χρειάζεται να έχουν επάνω τους Τακάκια Πλευρισμού ή Εργαλεία Προσγείωσης ΚΑΤΩ από το όχημα. Τοποθετώντας Τακάκια Πλευρισμού στις άκρες, δεν θα δεθεί το όχημά σου στο Κεντρικό Σκάφος ή την Βάση!\n\nΜετακίνησε το Μικρό Όχημα ή το Hover Όχημα μέσα στο Κεντρικό Σκάφος. Χαμήλωσε το όχημα με το C και το όχημα θα δεθεί μόνο του. Δεν υπάρχει Κλειδί Πλευρισμού. Απλά κοίτα τις πληροφορίες στα δεξιά της οθόνη σου. Θα σου δείξει ένα 'Δέθηκε:' με ένα ΝΑΙ ή ΟΧΙ. Για να το ξεδέσεις, απλά πάτησε το SPACE και πέτα μακριά.\n\n[u]Σημείωση:[/u] \n- Τα μικρά Οχήματα και τα Hover Οχήματα δεν μπορούν να δεθούν σε κανένα άλλο μπλοκ, παρά μονάχα στα ατσάλινα μπλοκ ή στα μπλοκ ενισχυμένου ατσάλι.\n - Δεν μπορείς να δέσεις ένα Μικρό Όχημα ή ένα Hover Όχημα στο εργαλείο προσγείωσης ενός Κεντρικού Σκάφους!\n\n[i]Ε: Τα Εργαλεία Προσγείωσης ενός Κεντρικού Σκάφους, έχουν καμία χρήση;[/i]\nΕκτός από το ότι φαίνονται κουλ και αποτρέπουν τις καταστροφές κατά την προσγείωση; Όχι ακόμα.",,
acttitleAccessD,Access Devices / Turrets Mid-flight,,Accéder aux périphériques d'un vaisseau en vol,,,,,,Доступ к устройствам / Турели в полете,,飞行中炮塔和设备的操作,,,,Πρόσβαση σε Συσκευές / Πυργίσκους Μεσαίας Πτήσης,,
actdescAccessD,[i]Q: Can I reload my turrets or manage my constructors while flying around?[/i]\nYou can access a turret or any device from a cockpit or a passenger seat! You can also reload your ammo containers or manage your constructors while sitting in the cockpit or passenger seat in mid-flight. Simply open the Control Panel (P) and use the ACCESS button of the device – or just double-click on it! Use the BACK button to return to the Control Panel or use T (default) to exit the view.,,"[i]Q: puis-je recharger mes tourelles ou gérer les constructeurs de mon vaisseau en vue extérieure ? [/i]\nVous pouvez accéder à une tourelle ou à tout autre appareil, ou encore recharger vos caisses à munitions, depuis un cockpit ou un siège passager, en vue extérieure et même en plein vol!. Il suffit d'ouvrir le panneau de contrôle (P) puis sur l'élément concerné, utiliser le gros bouton 'Accès', ou juste double-cliquer sur l'élément ! Utilisez le bouton précédent (flèche en haut à gauche) pour retourner au panneau de commande ou utiliser F (par défaut), ou encore [échap] pour quitter l'affichage.\n",,,,,,"[i]В: Могу ли я перезаряжать турели или управлять конструкторами в процессе полета?[/i]\nВы можете получить доступ к турелям и любым другим устройствам из кабины или с пассажирского сиденья! И, несомненно, вы можете перезаряжать патронные короба и управлять вашими конструкторами из кабины или с пассажирского сиденья во время полета. Просто откройте панель управления (P) и нажмите кнопку ДОСТУП на экране устройства – или же откройте устройство двойным щелчком мыши! Используйте кнопку НАЗАД в левом верхнем углу детального экрана устройства, чтобы вернуться на основной экран панели управления или воспользуйтесь кнопкой F (по умолчанию).",,[i]问：我能在飞行中装填飞船的炮塔武器或者管理飞船的建造机么？[/i]\n如果你在驾驶台或乘员椅上，你可以在飞行中打开任何炮塔或设备，甚至可以装填弹药箱、氧气罐和燃料罐。只需要简单的打开控制面板（P），选择该设备，按右上的“访问”键；或直接双击该设备。按“返回”键返回控制面板，或按“T”键（默认）退出窗口。,,,,[i]Ε: Μπορώ να ξαναγεμίσω τους πυργίσκους ή να διαχειριστώ τον κατασκευαστή ενώ πετάω;[/i]\nΜπορείς να αποκτήσεις πρόσβαση στους πυργίσκους ή οποιαδήποτε συσκευή από το πιλοτήριο ή την θέση επιβάτη! Μπορείς επίσης για ξαναγεμίσεις τα δοχεία πυρομαχικών ή να διαχειριστείς τους κατασκευαστές όσο κάθεσαι στο πιλοτήριο ή στην θέση επιβάτη κατά το μέσο μιας πτήσης. Απλά άνοιξε τον πίνακα ελέγχου (P) και χρησιμοποίησε το κουμπί ΠΡΟΣΒΑΣΗ της συσκευής - ή απλά κάνε διπλό κλικ σε αυτή! Πάτησε το BACKSPACE για να επιστρέψεις στον Πίνακα Ελέγχου ή το Τ (προεπιλογή) για να βγεις από την προβολή.,,
acttitleWarp,Warp,,Hyper-espace,,,,,,Прыжок,,翘曲,,,,Διακτίνιση,,
actdescWarp,"[i]Q: How do I warp with a ship?[/i]\nWarping is currently only possible with Capital Vessels. \n1. Add a warp drive and a warp tank to the vessel. Search for the blue crystals, turn them to Pentaxid (in a Constructor) and put them into the warp tank. Each jump will use up a given amount of Pentaxid, but Blue Crystals can be found all over the Solar System. (See Chapter 'Harvesting and Resources') \n2. To do a warp jump, fly to space, open the Space Map (M) and click the Solar System Tab. You will see a list of jump destinations on the left. Select a destination from the left and click on 'LOCK TARGET' on the bottom right. \n3. A blue crosshair will appear in your view or on the side of your helmet. Turn your vessel towards the blue rectangle, accelerate to at least 60m/s and hit K (default) to jump.\n\n[i]Q: Can my passengers take a seat in a docked vessel while warping?[/i]\nNO! Your passengers need to take a seat in a passenger seat in your Capital Vessel when warping, when flying to space or back to a planet. Otherwise they might get dropped out and will be left behind.",,"[i] Q : Comment passer en hyper-espace avec un vaisseau ? [/i]\nLe saut en hyper-espace n'est actuellement possible qu'avec le vaisseau mère.\n1- Ajouter un moteur à distorsion et un réservoir d'energie à distorsion au vaisseau. Trouvez des cristaux bleus, transformez-les en Pentaxid (avec un constructeur) et placez ce dernier dans le réservoir d'energie à distorsion. Chaque saut utilisera une quantité spécifique de Pentaxid. Vous pourrez trouver des cristaux bleus partout dans le système solaire. (Voir le chapitre 'Plantes et Ressources').\n2- Pour faire un saut en hyper-espace, quand vous êtes dans l'espace, ouvrir la carte espace (M) et cliquez sur l'onglet 'Système solaire'. Vous verrez une liste de destinations de saut sur la gauche. Sélectionnez une destination et cliquez sur 'Vérouiller cible' en bas à droite.\n3- Une croix bleue s'affichera à l'écran, entourant la destination choisie. Quitter cet écran, puis orientez votre vaisseau vers le rectangle bleu, accélérez à au moins 60m/s et tapez 'K' (par défaut) pour effectuer le saut.\n\n[i]Q: mes passagers peuvent-ils rester dans leur vaisseau arrimé au mien lors du saut ?[/i]\nNon ! Vos passagers doivent prendre place sur un siège passager dans votre vaisseau mère lors d'un saut en hyper-espace, que ce soit quand vous voyagez simplement dans l'espace ou quand vous atterrissez sur une planète. Sinon, ils risqueraient de se désarrimer et être laissés derrière.",,,,,,"[i]В: Как я могу прыгать между планетами на корабле?[/i]\nПрыжки между планетами в данный момент доступны только для больших судов. \n1. Установите прыжковый двигатель и соответствующий бак на судно. Найдите синие кристаллы, переработайте их в 'Пентаксид' (в конструкторе) и наполните им бак прыжкового двигателя. Каждый прыжок использует данное количество пентаксида, но синие кристаллы можно найти в любой точке звездной системы. (Смотри раздел 'Сбор и ресурсы') \n2. Чтобы совершить прыжок, летите в космос, откройте карту (M) и нажмите на вкладку списка объектов звездной системы. Слева вы увидите список возможных пунктов назначения для прыжка. Выберите пункт назначения в списке и нажмите на кнопку 'ВЫБРАТЬ ЦЕЛЬ' справа внизу. \n3. В поле вашего зрения на лобовом стекле кабины или на переднем щитке шлема появится синее перекрестье. Наведите ваше судно на синий прямоугольник, разгонитесь как минимум до 60 м/с и нажмите K (по умолчанию) для совершения прыжка.\n\n[i]В: Могут ли мои пассажиры находиться в пристыкованном судне, когда происходит прыжок?[/i]\nНЕТ! Во время прыжка, вылета в космос или входе в атмосферу, ваши пассажиры должны находиться в пассажирских креслах вашего большого судна. Иначе они могут быть сброшены за борт и, как результат, остаться позади.",,[i]问：如何翘曲跳跃？[/i]\n翘曲跳跃目前只允许驾驶母舰进行。\n1. 在母舰上安装翘曲驱动器和翘曲燃料罐，搜寻翘曲水晶原料，加工为翘曲水晶，填充到翘曲燃料罐。每一次翘曲跳跃都会消耗固定数量的翘曲水晶，但是别担心，翘曲水晶原料到处都是。（一般月球上较多，译者注）\n2. 要进行翘曲跳跃，先飞到太空，打开地图，选择“星区地图”，你会在右侧看到一个星球列表，选择（左侧星图里也可以）一个星球，点击右下的“锁定目标”。\n3. 切换回游戏画面，一个蓝色的十字会出现在你的视野或者在你后脑勺左右，将你的飞船转向对准蓝十字，加速到至少60米/秒，点击“K”，就开始翘曲跳跃了。\n\n[i]问：在翘曲跳跃时其他玩家可以坐在已停靠的小型飞船里么？[/i]\n不行！翘曲跳跃时母舰的其他乘员必须坐到母舰的某个座位上，母舰航行或进入、离开星球时也一样。否则，他会被坑爹的甩在原地。,,,,"[i]Ε: Πώς μπορώ να διακτινιστώ με ένα σκάφος;[/i]\nΗ διακτίνηση είναι προς το παρόν δυνατή μόνο με το Κεντρικό Σκάφος.\n1. Βάλε έναν οδηγό διακτίνισης και μία δεξαμενή διακτίνισης στο όχημα. Ψάξε για τους μπλε κρυστάλλους, μετέτρεψέ τους τε Πενταξείδιο (στον Κατασκευαστή) και βάλε τους μέσα στην δεξαμενή διακτίνισης. Κάθε άλμα καταναλώνει συγκεκριμένο αριθμό Πενταξείδιου, αλλά οι Μπλε Κρύσταλλοι μπορούν να βρεθούν σε όλο το Ηλιακό Σύστημα (δες το Κεφάλαιο 'Συγκομιδή και Πόροι') \n2. Για να κάνεις ένα άλμα, πέταξε στο διάστημα, άνοιξε τον Διαστημικό Χάρτη (Μ) και κάνε κλικ στην καρτέλα Ηλιακό Σύστημα. Θα δεις μία λίστα με όλους τους διαθέσιμους προορισμούς που μπορείς να κάνεις άλμα στα αριστερά. Διάλεξε έναν προορισμό από τα αριστερά και πάτησε το κουμπί 'ΚΛΕΙΔΩΜΑ ΣΤΟΧΟΥ' στην επάνω δεξιά γωνία.\n3. Ένας σταυρός θα εμφανιστεί στην προβολή ή σε κάποια πλευρά του κράνους σου. Γύρισε το όχημα προς το μπλε ορθογώνιο, επιτάχυνε τουλάχιστον στα 60μ/δ και πάτησε το Κ (προεπιλογή) για να κάνεις άλμα.\n\n[i]Ε: Μπορούν οι επιβάτες να κάτσουν σε ένα δεμένο όχημα κατά την διάρκεια το άλματος;[/i]\nΟΧΙ! Οι επιβάτες πρέπει να κάτσουν σε μία θέση επιβάτη στο Κεντρικό Σκάφος κατά τη διάρκεια του άλματος, όταν πετάς στο διάστημα ή πίσω στον πλανήτη. Αλλιώς μπορεί να πέσουν και να μείνουν πίσω.",,
tasktitleWeapon,Weapons and Defenses,,Armes et défenses,,,,,,Вооружение и защита,,武器与防御,,,,Όπλα και Άμυνες,,
acttitleRange,Range of Weapons,,Armes et portée efficace,,,,,,Дальность оружия,,武器的射程,,,,Εύρος Όπλων,,
actdescRange,"[i]Q: The range of the weapons says XX meters, but it does not seem to hit anything![/i]\nCheck the EFFECTIVE RANGE info on the bottom right! On a planet, the range will be much lower, depending on the density of the atmosphere.",,"[i]Q: Comment connaître la portée des armes ? [/i]\nLorsque vous utilisez une arme, l'information de portée efficace est affichée en bas à droite de l'écran. Sur une planète, la portée sera beaucoup plus faible, selon la densité atmospérique.\n",,,,,,"[i]В: На оружии указана дальность стрельбы XX метров, но не похоже, что оно реально попадает во что-либо на этом расстоянии![/i]\nВзгляните на показатель ЭФФЕКТИВНОЙ ДАЛЬНОСТИ оружия справа внизу. На планетах дальность стрельбы снижается в зависимости от плотности атмосферы.",,[i]问：武器射程写了多少多少米，但是我感觉到没那么远啊？[/i]\n仔细查看武器的“有效射程”介绍！在一个星球上，武器的有效射程一定比最大射程低很多，因为大气的阻力！,,,,"[i]Ε: Το εύρος του όπλου λέει ΧΧ μέτρα, αλλά δεν φαίνεται να χτυπάει τίποτα![/i]\nΈλεγξε το ΑΠΟΤΕΛΕΣΜΑΤΙΚΟ ΕΥΡΟΣ κάτω δεξιά! Σε έναν πλανήτη, το εύρος μπορεί να είναι πολύ χαμηλότερο, εξαρτάται πάντα από την πυκνότητα της ατμόσφαιρας.",,
acttitleDamageW,Damage of Tools / Chainsaw,,Outils dangereux,,,,,,Повреждение инструментов / Бензопила,,工具的伤害/电锯惊魂,,,,Ζημιά των Εργαλείων / Πριόνι,,
actdescDamageW,"[i]Q: Does the MultiTool, Harvester or the Chainsawdamage own or enemy blocks or enemies at all?[/i]\nNo, with one exception: the chainsaw can be used for close combat fights.",,"[i]Q: les outils Multifonctions,l'outil coupe bois ou encore la tronçonneuse peuvent-ils occasionner des dommages à nos ennemies et à leurs structures ? [/i]\nNon, à une exception près : la tronçonneuse peut être utilisée pour les combats rapprochés.\n",,,,,,"[i]В: Наносит ли Мульти-инструмент, Сборщик или Бензопила повреждения своим или вражеским блокам, врагам?[/i]\nНет, за одним исключением: бензопилу можно использовать в ближнем бою в качестве оружия.",,[i]问：各种工具、收割机、电锯会对自己、或敌人和敌对建筑造成伤害么？[/i]\n不会，只有一个例外，电锯可以作为肉搏武器切外星生物。（无限硬直，近战神器，译者注）,,,,"[i]Ε: Το Εργαλείο Πολλαπλών Χρήσεων, η Θεριστική Μηχανή ή το Πριόνι κάνουν καθόλου ζημιά στα εχθρικά μπλοκ;[/i]\nΌχι, με μία όμως εξαίρεση: Το Πριόνι μπορεί να χρησιμοποιηθεί για κοντινές μάχες.",,
acttitleEpicW,Enhanced Weapons,,Armes améliorées,,,,,,Улучшенное оружие,,增强型武器,,,,Ενισχυμένα Όπλα,,
actdescEpicW,"[i]Q: Can Enhanced Weapons be crafted?[/i]\nYes, but you will need the appropriate Weapon Kit, which cannot be crafted, but only be found or traded.",,"[i]Q: les armes améliorées peuvent-elles être fabriquées? [/i]\nOui, mais vous aurez besoin de Kits d'arme spécifiques qui eux ne peuvent pas être fabriqués, seulement trouvés ou achetés.\n",,,,,,"[i]В: Можно ли создать Улучшенное оружие?[/i]\nДа, вам для этого понадобится специальный Оружейный набор, который нельзя создать, а только найти или купить.",,[i]问：可以制作增强型武器？[/i]\n可以，但是你需要首先找到它们对应的武器升级包，但这些升级包不能制作只能搜刮或交易。,,,,"[i]Ε: Μπορούν τα Ενισχυμένα Όπλα να φτιαχτούν;[/i]\nΝαι, αλλά θα χρειαστεί το κατάλληλο κιτ Όπλου, το οποίο δεν μπορεί να φτιαχτεί, αλλά μπορείς να το βρεις ή να το εμπορευτείς.",,
acttitleAmmo,Turrets and Mounted Weapons,,Tourelles et armes montées,,,,,,Турели и навесное вооружение,,炮塔武器和固定武器,,,,Πυργίσκοι και Τοποθετημένα Όπλα,,
actdescAmmo,[i]Q: How do I reload / add ammo to my guns and turrets?[/i]\n- You need to build an ammo box and add it to your base or vessel. Then find out which ammo your guns need and just put it in the ammo box. The ammo box does not need to be near the turret. Keep it in a save place\n- Turrets will reload themselves from the ammo box. Fixed guns on Small Vessel/Hover Vessel and Capital Vessel will also reload automatically if you keep the fire button pressed. \n- You can access a turret or any device from a cockpit or a passenger seat! You can also reload your ammo containers or manage your constructors while sitting in the cockpit or passenger seat in mid-flight. Simply open the Control Panel (P) and use the ACCESS button of the device – or just double-click on it! Use the BACK button to return to the Control Panel or use F (default) to exit the view. \n- You can enter a turret and reload or shoot it manually! \n- You can NOT warp or fly to space or down to a planet while sitting in a turret!,,"[i]Q: Comment puis-je recharger / ajouter des munitions à mes canons et tourelles ? [/i]\nVous avez besoin de fabriquer une caisse de munitions et de l'ajouter à votre Base ou vaisseau. Puis remplissez-la de munitions adaptées à vos armes. La caisse n'a pas besoin d'être près de vos armes. Placez la juste dans un lieu sur et protégé.\nLes tourelles se rechargeront automatiquement depuis la caisse de munitions. Il en sera de même pour les canons fixés sur les petits vaisseaux / Hovers / vaisseaux mère\n\n[u]Note :[/u] Vous pouvez placer différents types de munitions dans une même caisse\n\nVous pouvez accéder à une tourelle ou tout autre appareil depuis un cockpit ou siège passager. Vous pouvez également recharger vos caisses de munitions ou gérer vos constructeurs depuis le cockpit ou un siège passenger, en plein vol. Il suffit d'ouvrir le panneau de contrôle (P) puis sur l'élément concerné, utiliser le gros bouton 'Accès', ou juste double-cliquer sur l'élément ! Utilisez le bouton précédent (flèche en haut à gauche) pour retourner au panneau de commande ou utiliser F (par défaut), ou encore [échap] pour quitter l'affichage.\nVous pouvez vous mettre aux commandes d'une tourelle et recharger ou tirer manuellement ! \nVous ne pouvez pas passer en hyper-espace quand vous êtes aux commandes d'une tourelle !\n",,,,,,"[i]В: Как мне перезарядить подвесные орудия и турели или добавить им боеприпасов?[/i]\n- Вы должны сделать патронный короб и установить его на базу или судно. Определить нужный вид боеприпасов и положить нужное их количество в патронный короб. Патронный короб не обязательно должен находиться возле турели. Установите его в защищенное место\n- Турели перезаряжаются из патронного короба автоматически. Подвесные орудия на малом, парящем и большом судах также автоматически перезарядятся, если вы продолжите нажимать на клавишу открытия огня. \n- Вы можете получить доступ к турелям из кабины или с пассажирского сиденья! Также, вы можете наполнять патронные короба или использовать конструктор, находясь в кабине или на пассажирском сиденье, прямо во время полета. Просто откройте панель управления (P) и нажмите кнопку ДОСТУП на экране устройства – или же откройте устройство двойным щелчком мыши! Используйте кнопку НАЗАД в левом верхнем углу детального экрана устройства, чтобы вернуться на основной экран панели управления или воспользуйтесь кнопкой F (по умолчанию). \n- Вы можете открыть управление турелью и перезарядить или стрелять вручную! \n- Вы НЕ можете совершить прыжок, входить в атмосферу или выйти из нее, пока управляете турелью!",,[i]问：在基地或飞船里，如何给我的武器和炮塔装填弹药？[/i]\n- 你需要建造弹药箱放置在基地或飞船里。并制造对应你武器型号的弹药，放到弹药箱里。弹药箱不一定非得挨着武器放置，所以尽量将弹药箱放置在安全位置。\n- 当你按住鼠标左键不停的射击，弹药耗尽后，武器和炮塔会自动装填。\n- 你也可以通过驾驶台或者乘员座椅进入一个炮塔，手动射击或装填。当你坐在驾驶台或者乘员座椅上时，按P打开控制面板，选定炮塔，点右上的“访问”进入或直接双击进入。点“返回”键退出炮塔到控制面板界面，或者按F（默认）完全退出。\n- 几乎所有炮塔都可以手动控制。\n- 但是当翘曲跳跃，或者飞船航行、进入、退出一个星球时，你不能还在一个炮塔里，否则也是被甩。,,,,"[i]Ε: Πώς γεμίζω / βάζω σφαίρες στα όπλα μου και στους πυργίσκους;[/i]\n- Πρέπει να φτιάξεις ένα κουτί πυρομαχικών και να το βάλεις στη βάση ή το όχημα. Μετά δες ποιες σφαίρες απαιτούν τα όπλα σου και απλά βάλε τις στο κουτί πυρομαχικών. Το κουτί πυρομαχικών δεν χρειάζεται να είναι δίπλα στον πυργίσκο. Κράτησέ το σε ασφαλές μέρος.\n- Οι πυργίσκοι γεμίζουν μόνοι τους από το κουτί πυρομαχικών. Τα τοποθετημένα όπλα σε ένα Μικρό Όχημα/Όχημα Hover και σε ένα Κεντρικό Σκάφος, γεμίζουν επίσης αυτόματα εάν κρατήσεις πατημένο το κουμπί που πυροβόλα (LMB από προεπιλογή). \n- Μπορείς να αποκτήσεις πρόσβαση σε ένα πυργίσκο ή οποιαδήποτε συσκευή από το πιλοτήριο ή από μία θέση επιβάτη! Μπορείς επίσης να γεμίσεις τα δοχεία πυρομαχικών ή να διαχειριστείς τους κατασκευαστές ενώ κάθεσαι στο πιλοτήριο ή μία θέση επιβάτη κατά τη διάρκεια της πτήσης. Απλά άνοιξε τον Πίνακα Ελέγχου (P) και πάτησε το κουμπί ΠΡΟΣΒΑΣΗ της συσκευής - ή απλά κάνε διπλό κλικ επάνω της! Χρησιμοποίησε το BACKSPACE για να επιστρέψεις στον Πίνακα Ελέγχου ή το F (προεπιλογή) για να βρεις από την προβολή.\n- Μπορείς να μπεις σε έναν πυργίσκο για να το γεμίσεις ή για να πυροβολήσεις χειροκίνητα!\n- ΔΕΝ μπορείς να διακτινιστείς ή να πετάξεις στο διάστημα ενώ κάθεσαι σε έναν πυργίσκο!",,
acttitleTaccess,Turret Access and Targeting (CV / HV),,Accès tourelle et ciblage,,,,,,Доступ к турелям и наведение (БС / ПС),,武器和炮塔的进入和攻击目标设定,,,,Πρόσβαση και Στόχευση Πυργίσκων (CV / HV),,
