KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
tasktitleGardening,Gardening,Gartenbau,,,,,,,Садоводство,,,,,,,,
acttitleGrowingPlots,Place Growing Plots,Pflanzenbeete setzen,,,,,,,Разместите Растительный модуль,,,,,,,,
actdescGrowingPlots,Collecting plants and hunting animals are only two of three sources for self-sustained survival. The third option: Gardening. Open your inventory and move the growing plots and 2 sprouts (durian and pumpkin) to your toolbar. Place the growing plots next to each other.,"Pflanzen sammeln und Beute jagen sind nur zwei von drei Möglichkeiten für ein sicheres Überleben. Die dritte Option: einen Garten anlegen! Öffne dein Inventar und verschieben die beiden Pflanzenbeete, das Pflanzenlicht sowie den Durian- und Kürbiskeim jeweils in einen freien Platz deiner Toolbar. Setze dann die beiden Pflanzenbeete direkt nebeneinander an die Grundplatte deiner Basis.",,,,,,,Сбор растений и охота на животных - это только два из трех источников самостоятельного выживания. Третий вариант: садоводство. Откройте свой инвентарь и переместите растительные модули и 2 ростка (дуриан и тыква) на свою панель инструментов. Разместите растительные модули рядом друг с другом.,,,,,,,,
acttitleSprouts,Seed Sprouts,Keime setzen,,,,,,,Посадите ростки,,,,,,,,
actdescSprouts,Select a sprout and place it into the growing plot. Do the same with the other sprout.,Wähle jeweile einen Keimling aus uns platziere ihn im Pflanzenbeet.,,,,,,,Выберите росток и поместите его в растительный модуль. Сделайте то же самое с другим ростком.,,,,,,,,
acttitleGrowingLight,Add Growing Light,Pflanzenlicht aufhängen,,,,,,,Добавьте лампу для растений,,,,,,,,
actdescGrowingLight,"Plants in a growing plot need a growing light shining on them to be able to grow. Build an overhanging structure with 2 blocks of free space between the growing plot and the ceiling. Move the Grow Light from your inventory into the toolbar, then place the Grow Light right above the growing plots. The warm light will make your sprouts grow.","Pflanzen in einem Pflanzenbeet benötigen ein Pflanzenlicht um zu wachsen. Baue über den Pflanzenbeeten eine Blockreihe als Träger oder eine Decke - achte aber darauf, das zwischen der Oberkante der Pflanzenbeete und der Unterkante der neuen Deckenkonstruktion exakt 2 Blöcke frei sind! Hänge das Pflanzenlicht jetzt so auf, dass sein Lichtkegel auf die Pflanzenbeete scheint.",,,,,,,"Растения на растительном модуле нуждаются в лампе для растений, чтобы они могли расти. Постройте нависающую структуру с 2 блоками свободного пространства между растительным модулем и потолком. Переместите лампу для растений из своего инвентаря на панель инструментов, затем поместите лампу для растений прямо над растительном модуле. Лампа для растений заставит ваши побеги расти.",,,,,,,,
acttitleHarvest,Harvest Crops,Ernten,,,,,,,Собрать урожай,,,,,,,,
actdescHarvest,"All crops have different growing times. When both the durian- and pumpkin plant are full grown, your crosshair will change to the 'accessable' version while pointing at the plant. Hit F and collect the crops.\n\n[u]Tips:[/u]\n- Sprouts can be found in loot of dead corpses, in cargo boxes or can be created in the food processor.\n- One growing light can power a 3*3 field at max. If you build your overhanging structure, make sure you place the growing light on the ceiling in the centre of any 3*3 farming field.\n- Some harvested crops are edible directly after being harvested, but most of the crops will benefit from a refinement. Put the crops into the inventory of the food processor and create a meal!\n- Grown and cooked food will not give you the poisoned food disease!","Jede Pflanze hat unterschiedlich lange Wachstumszeiten. Wenn sie voll ausgereift sind und du mit dem Mauszeiger aus der Nähe auf sie deutest, verändet sich das Fadenkreuz zum bekannten 'Aufsammeln' Symbol. Wenn die Durian- und Kürbispflanze ausgereift sind, klicke F um die Pflanzen zu ernten.\n\n[u]Tipps:[/u]\n- Keimlinge können im Inventar von erlegten Tieren, bei Feinden sowie in Containern gefunden oder im Nahrungsmittel-Prozessor hergestellt werden.\n- Ein einzelnes Pflanzenlicht kann eine Fläche von maximal 3x3 Pflanzenbeeten abdecken.\n- Manche Pflanzen kann man direkt nach dem Ernten essen. Die meisten profitieren aber davon, wenn sie im Nahrungsmittel-Prozesser aufbereitet oder in einer höherwertigen Mahlzeit verwendet werden!\n- Selbst angebaute Pflanzen sowie gekochtes Essen erzeugen keine Nahrungsmittelvergiftung!",,,,,,,"Все культуры имеют разное время выращивания. Когда оба растения, дуриан и тыква, будут полностью выращены, ваш прицел покажет возможность сбора, при указывании на растение. Нажатие на [ff8000]F[-] позволит собрать урожай.\n\n[u][b]Подсказки:[/b][/u]\n- Ростки могут быть найдены в добыче, в грузовых ящиках или могут быть созданы в пищевом процессоре.\n- Одна лампа для растений может питать поле 3x3 и не более. Если вы строите свою нависающую структуру, убедитесь, что вы размещаете лампу для растений на потолке в центре любого поля 3x3.\n- Некоторые собранные культуры съедобны непосредственно после сбора, но большинство культур более выгодны после переработки. Поместите зерновые культуры в инвентарь кухонного комбайна и создайте еду!\n- Выращенная и приготовленная пища не даст вам пищевое отравление!",,,,,,,,
chptitleMaiyStartIV,Maiy Mission IV,,,,,,,,Майя Миссия IV,,,,,,,,
chpdescMaiyStartIV,Finally! Take over the Ex-7 Station. Maybe there is still someone alive,,,,,,,,"Наконец-то! Заберите станцию Ex-7. Может быть, там есть еще кто-то живой.",,,,,,,,
tasktitleMaiyStartIVEx-7-StationI,Find the Ex-7 Station,,,,,,,,Найдите станцию Ex-7,,,,,,,,
acttitleMaiyStartIVRevenge,Find the Ex-7 Station near Maiy,,,,,,,,Найдите станцию Ex-7 рядом с Майя,,,,,,,,
actdescMaiyStartIVRevenge,The last known coordinates of the station was near the Maiy planet at the north.\nThe lock code for the platform doors is [c][ff6600]9077[-][/c]!,,,,,,,,Последние известные координаты станции - возле планеты Майи на севере.\nКод блокировки дверей платформы [ff8000]9077[-]!,,,,,,,,
tasktitleMaiyStartIVEx-7-StationII,Clean the Cargo Floor,,,,,,,,Очистить грузовой этаж,,,,,,,,
acttitleMaiyStartStartBoss,Find and clean the Cargo floor,,,,,,,,Найти и зачистить грузовой этаж,,,,,,,,
actdescMaiyStartStartBoss,Only if every alien is gone you can go on but be prepared for the Cargo floor! And in case you need it - [c][ff6600]5331[-][/c] is your door code for your private appartment.\nThe lock code for the boss door is [c][ff6600]1337[-][/c]. Good luck!,,,,,,,,"Только если все инопланетяне ушли, вы можете идти дальше, но будьте готовы к грузовому этажу! И в случае, если вам это нужно - [ff8000]5331[-] - это код вашей двери в частную квартиру.\nКод блокировки двери босса [ff8000]1337[-]. Удачи!",,,,,,,,
completeMaiyMissionIV,Unknown Voice: The crew is all gone already... but thank you for the revenge!\nNow start your way towards Danos Planet!,,,,,,,,[ff8000]Неизвестный голос:[-] Экипаж уже ушел... но спасибо за месть!\nТеперь начните свой путь к планете Данос!,,,,,,,,
chptitleMaiyOrbitStart,Maiy Orbit Mission I,,,,,,,,Орбита Майя Миссия I,,,,,,,,
preambleMaiyOrbitStart,"Finally! You woke up!\nI do not know how ANYONE could sleep through an Alien invasion, but if anyone could, it would be you...\nWhile en-route to your door we were almost ambushed by the invaders and had to flee! We had to use the last escape pods but managed to lock your door with the internal security. The code is [c][ff6600]5331[-][/c]!\nI know you are new to the station; remember, weapons and ammo are in your personal locker!\nI can see the EX-7 Explorer through the window from the escape pod launch room, just fuel it and you can follow us! If only you could get there...\nI am sorry we.... I, did not get to know you better... Give em hell!\nLaura",,,,,,,,"Наконец-то! Вы проснулись!\nЯ не знаю, как кто-либо мог спать при инопланетном вторжении, но если бы кто-нибудь мог, это был бы ты...\nНа пути к вашей двери мы почти попали в засаду захватчиков и вынуждены были бежать! Нам пришлось использовать последние спасательные капсулы, но нам удалось запереть вашу дверь системой внутренней безопасности. Код [ff8000]5331[-]!\nЯ знаю, что вы новичок на станции; помните, оружие и боеприпасы в вашем личном шкафчике!\nЯ могу видеть EX-7 Explorer через окно из комнаты запуска спасательной капсулы, просто заправьте его, и вы можете следовать за нами! Если бы ты только мог добраться туда...\nЯ сожалею, что мы.... Я, не узнала тебя получше... Устрой им ад!\n[u][i][b]Лаура[/b][/i][/u]",,,,,,,,
chpdescMaiyOrbitStart,"Grab your gun, reload and start your journey right in front of the danger. Make sure to make smart moves and don't waste too much ammo.\nKeep in mind that it is sometimes better to retreat (use medicbay) instead of rushing in blindly.",,,,,,,,"Хватай пистолет, перезаряжай и начинай свое путешествие прямо навстречу опасности. Обязательно делайте умные ходы и не тратьте слишком много патронов.\nИмейте в виду, что иногда лучше отступить (использовать аптечку), чем бросаться вслепую.",,,,,,,,
tasktitleMaiyOrbitStartPersoCargo,Find your Personal Cargo Box,,,,,,,,Найдите свой Личный шкафчик,,,,,,,,
acttitleMaiyOrbitStartPersoCargo,Get all items out of your  Personal Cargo Box,,,,,,,,Получите все предметы из вашего личного щкафчика,,,,,,,,
actdescMaiyOrbitStartPersoCargo,\nYou need to be well prepared for the next rooms.,,,,,,,,\nВы должны быть хорошо подготовлены к следующим комнатам.,,,,,,,,
acttitleMaiyOrbitStartMoveOn,Clear the floor from any enemies,,,,,,,,Очистите этаж от любых врагов,,,,,,,,
actdescMaiyOrbitStartMoveOn,\nDon't get irritated and aim for the heads.,,,,,,,,Не раздражайтесь и целитесь в головы.,,,,,,,,
tasktitleMaiyOrbitStartPrepare,Reach level 10,,,,,,,,Достигните 10 уровня,,,,,,,,
acttitleMaiyOrbitStartPrepare,Craft 20 130mm MSL missles,,,,,,,,Создайте 20 130 мм ракет,,,,,,,,
actdescMaiyOrbitStartPrepare,\nThe Ex-7 Explorer is equipped with the latest Rocket Missle Launchers. You better have some ammo for it.,,,,,,,,Ex-7 Explorer оснащен новейшими ракетными пусковыми установками. Вам лучше иметь заряды для них.,,,,,,,,
acttitleMaiyOrbitStartPrepareI,Craft 300 15mm Bullets,,,,,,,,Создайте 300 15 мм патрон,,,,,,,,
actdescMaiyOrbitStartPrepareI,\nThe more aliens the more bullets you need - easy huh?!,,,,,,,,"Чем больше инопланетян, тем больше пуль вам нужно - да?!",,,,,,,,
acttitleMaiyOrbitStartPrepareII,Craft a Motorbike,,,,,,,,Изготовить мотоцикл,,,,,,,,
actdescMaiyOrbitStartPrepareII,\nWhy you should NOT build a motorbike is the better question?,,,,,,,,Почему бы вам не построить мотоцикл?,,,,,,,,
acttitleMaiyOrbitStartPrepareIII,Open the Tech Trees (press F3),,,,,,,,Откройте Технологии (нажмите [ff8000]F3[-]),,,,,,,,
actdescMaiyOrbitStartPrepareIII,\nOpen the techtree (F3) and research under Small Vessel the Gatling Gun and the Rocket Launcher (you need to research items first before able to craft them),,,,,,,,"\nОткройте Технологии ([ff8000]F3[-]) и исследуйте под МС Пулемет Гатлинга и Ракетная установка (вам нужно сначала исследовать предметы, прежде чем сможете их изготовить)",,,,,,,,
completeMaiyOrbitStartI,[c][FF8C3C][b]Unknown Voice[/b][-][/c]: You are better than I expected and know how to survive!\nVery glad you woke up. However your task is not over yet.,,,,,,,,"[ff8000]Неизвестный голос:[-] Вы лучше, чем я ожидал, и знаете, как выжить!\nОчень рад, что ты проснулся. Однако ваша задача еще не закончена.",,,,,,,,
chptitleMaiyOrbitStartII,Maiy Orbit Mission II,,,,,,,,Орбита Майя Миссия II,,,,,,,,
chpdescMaiyOrbitStartII,"The aliens were coming from the bottom of the station. It is still their most important location for letting aliens in and out and gathering supplies. Prepare yourself as best you can and clean it completely. But be warned, this is very difficult and you need a well prepared plan!\nThe lock [b][c][FF8C3C]code for the door is 1337[-][/c][/b]. Good luck!",,,,,,,,"Инопланетяне прибывали из нижней части станции. Это по-прежнему их самое важное место для пропуска инопланетян и сбора припасов. Подготовьте себя как можно лучше и очистите ее полностью. Но имейте в виду, что это очень трудно, и вы должны хорошо подготовленный план!\n[b]Код блокировки двери[/b] - [ff8000]1337[-]. Удачи!",,,,,,,,
tasktitleMaiyOrbitStartBoss,Clear the Cargo floor ([b][c][FF8C3C]hard[-][/c][/b]),,,,,,,,Очистить грузовой этаж ([ff8000]трудно[-]),,,,,,,,
acttitleMaiyOrbitStartBossI,Find cover near the repairstation,,,,,,,,Найти крышку возле ремонтной станции,,,,,,,,
actdescMaiyOrbitStartBossI,\nThe Repair Station is a big help for getting your Armor back in shape!,,,,,,,,Ремонтная станция - большая помощь для восстановления вашей брони!,,,,,,,,
acttitleMaiyOrbitStartBoss,Kill every Alien in the Cargo floor,,,,,,,,Убей каждого пришельца на грузовом этаже,,,,,,,,
actdescMaiyOrbitStartBoss,\nIf you are smart you will succeed!,,,,,,,,"Если вы умны, у вас все получится!",,,,,,,,
completeMaiyOrbitStartII,[c][FF8C3C][b]Unknown Voice[/b][-][/c]: You deserve my respect in clearing that floor!\nBut don't think this was difficult in comparison with what will come...,,,,,,,,"[ff8000]Неизвестный голос:[-] Вы заслуживаете моего уважения при очистке этого этажа!\nНо не думайте, что это было сложно по сравнению с тем, что будет дальше...",,,,,,,,
chptitleMaiyOrbitStartIII,Maiy Orbit Mission III,,,,,,,,Орбита Майя Миссия III,,,,,,,,
chpdescMaiyOrbitStartIII,You are now good to go for the Ex-7 Explorer! Remove all remaining aliens outside and continue with your journey.\nThe lock code for the platform [b][c][FF8C3C]door is 9077[-][/c][/b]!,,,,,,,,Теперь вы готовы пойти на Ex-7 Explorer! Уничтожьте всех оставшихся пришельцев снаружи и продолжите ваше путешествие.\nКод блокировки двери платформы [ff8000]9077[-]!,,,,,,,,
tasktitleMaiyOrbitStartEscape,Reach the Ex-7 Explorer,,,,,,,,Доберитесь до Ex-7 Explorer,,,,,,,,
acttitleMaiyOrbitStartEscape,Fight through the Ex-7 Explorer,,,,,,,,Бой за Ex-7 Explorer,,,,,,,,
actdescMaiyOrbitStartEscape,\nGo close to the ship and check if everything is all right.,,,,,,,,"Подойдите ближе к кораблю и проверьте, все ли в порядке.",,,,,,,,
tasktitleMaiyOrbitStartEscapeI,Fuel the Ex-7 Explorer,,,,,,,,Заправить Ex-7 Explorer,,,,,,,,
acttitleMaiyOrbitStartEscapeI,Fuel the Ex-7 Explorer and let it warm up,,,,,,,,Заправьте Ex-7 Explorer и дайте ему прогреться,,,,,,,,
actdescMaiyOrbitStartEscapeI,\nPress (P) when you are near your ship and open the fuel tank.\nThe crew left quite a while ago so the ship cooled down. Let it warm up inside for about 2 minutes.,,,,,,,,"Нажмите ([ff8000]P[-]), когда вы находитесь рядом с вашим кораблем, и откройте топливный бак.\nЭкипаж ушел довольно давно, поэтому корабль остыл. Позвольте этому нагреться [u]в течение приблизительно 2 минут[/u].",,,,,,,,
completeMaiyOrbitStartIII,[b][c][FF8C3C]Unknown Voice[-][/c][/b]: Thank god you are alive and was able to clean the Ex-7 Station from the Aliens!\nPlease make yourself familiar with the Ex-7 Explorer and explore your sector.\nI gave you a [b][c][FF8C3C]Capital Vessel Starter [-][/c][/b]so make sure to build a CV as fast as possible. Danos CV-X needs to be taken...,,,,,,,,"[ff8000]Неизвестный голос:[-] Слава богу, вы живы и смогли очистить станцию Ex-7 от пришельцев!\nПожалуйста, ознакомьтесь с Ex-7 Explorer и изучите свой сектор.\nЯ дал вам Основу БС, поэтому постарайтесь построить БС как можно быстрее. Данос CV-X должен быть захвачен...",,,,,,,,
chptitleMaiyOrbitStartIV,Maiy Orbit Mission IV,,,,,,,,Орбита Майя Миссия IV,,,,,,,,
chpdescMaiyOrbitStartIV,If you think you are good you can test your skills in this mission to its best! But be warned...,,,,,,,,"Если вы думаете, что вы хороши, вы можете проверить свои навыки в этой миссии в лучшем виде! Но будьте осторожны...",,,,,,,,
tasktitleMaiyOrbitStartIVMission,Find the portal to the mission,,,,,,,,Найти портал к миссии,,,,,,,,
acttitleMaiyOrbitStartIVMission,Fly to specific coordinates and enter the portal,,,,,,,,Летите в определенные координаты и войдите в портал,,,,,,,,
actdescMaiyOrbitStartIVMission,\nNo clear coordinates can be given. Everyone who tried the mission didn't come back afterwards. But rumors are telling us it is in [c][ff6600]Maiy Orbit[-][/c] around [c][ff6600]7100 / -7100 / 7100[-][/c]. Good luck pilot.\nTip: open the console and type 'di' to check your coordinates all the time.,,,,,,,,"\nЧеткие координаты не могут быть даны. Все, кто попробовал миссию, не возвращались потом. Но слухи говорят нам, что это в [ff8000]Орбите Майя[-] около [ff8000]7100 / -7100 / 7100[-]. Удачи пилот.\n[ff8000]Совет:[-] откройте консоль и наберите [ff8000][b]di[/b][-], чтобы постоянно проверять ваши координаты.",,,,,,,,
tasktitleMaiyOrbitStartIVMissionI,Survive the Alien Runner,,,,,,,,Пережить Alien Runner,,,,,,,,
acttitleMaiyOrbitStartIVMissionI,Go through the portal,,,,,,,,Пройти через портал,,,,,,,,
actdescMaiyOrbitStartIVMissionI,\n[c][ff6600]Important Protips when you are in the instance:[-][/c]\n- You only have [c][ff6600]7 minutes![-][/c]\n- Sometimes you must destroy something to continue,,,,,,,,"\n[ff8000]Важные советы, когда вы находитесь в инстансе:[-] \n- У вас есть только [ff8000]7 минут[-]!\n- Иногда вы должны уничтожить что-то, чтобы продолжить",,,,,,,,
acttitleMaiyOrbitStartIVMissionII,Reach the end of the Alien Runner,,,,,,,,Дойти до конца Alien Runner,,,,,,,,
actdescMaiyOrbitStartIVMissionII,\nGet the [c][e70707]Portal Defender (Armored Golem)[-][/c] out of the way to escape this madness!,,,,,,,,"Уничтожьте [ff0000]Защитника Портала (Бронированный Голем)[-], чтобы избежать этого безумия!",,,,,,,,
completeMaiyOrbitStartIV,Well done [b][c][FF8C3C]human[-][/c][/b]... well done indeed...,,,,,,,,М̷о̸л̸о̷д҉е̶ц̷ [ff8000]ч̶е̴л̶о̸в̵е̸к҉[-].҈.҉.̵ д҉е҈й̶с̸т҈в̶и҈т̷е̴л҉ь̵н̷о̸ х҉о̷р̴о҉ш̸о̴ с̶д̶е҈л̶а̴н̸о҉.̷.҉.̴,,,,,,,,
chptitleDanosMissionI,Danos Mission I,,,,,,,,Данос Миссия I,,,,,,,,
chpdescDanosMissionI,"To train your flight skills this is a dedicated Danos mission created by Danos himself. Fly through the checkpoints, dodge/kill the drones and succeed! Come to planet Merr and find out if you can fly to victory! (level 15 required)",,,,,,,,"Для тренировки ваших летных навыков это специальная миссия Данос, созданная самим Даносом. Пролетайте через контрольно-пропускные пункты, уворачивайтесь / убивайте дронов и добивайтесь успеха! Приходите на планету Мерр и узнайте, сможете ли вы лететь к победе! (требуется 15 уровень)",,,,,,,,
tasktitleDanosMissionIRace,Build / Prepare for the Race,,,,,,,,Стройка / подготовка к гонке,,,,,,,,
acttitleDanosMissionIRace,Fly to Merr and find the portal,,,,,,,,Летите в Мерр и найдите портал,,,,,,,,
actdescDanosMissionIRace,"\nOn Merr planet is the entrance to the Danos Mission I. It is all about speed, skill and mobility. Make sure to be prepared for the cold orbit out there. You can either spawn your own SV for the race or fly with the existing SV you have.\n[c][ff6600]Important Protips when you are in the instance:[-][/c]\n- You only have [c][ff6600]6 minutes![-][/c]\n- Decide quick if you want to fly with the existent ship or your own spawned one\n- Press M and set a waypoint (right click) for every checkpoint straight at the beginning to get a HUD navigation. But you have to decide if time isn't more important.",,,,,,,,"\nНа планете Мерр находится вход в Миссию Данос. Все дело в скорости, мастерстве и мобильности. Будьте уверены, что будете готовы к холодной орбите там. Вы можете либо создать свой собственный МС для гонки, либо летать с имеющимся у вас МС.\nВажные советы, когда вы находитесь в инстансе:\n- У вас есть только [ff8000]6 минут![-] \n- Решите быстро, хотите ли вы лететь на существующем корабле или на своем собственном.\n- Нажмите [ff8000]M[-] и установите путевую точку (щелчок правой кнопкой мыши) для каждой контрольной точки прямо в начале, чтобы получить навигацию HUD. Но вы должны решить, не важнее ли время.",,,,,,,,
tasktitleDanosMissionIRace1,Checkpoint 1,,,,,,,,Контрольная точка 1,,,,,,,,
acttitleDanosMissionIRace1,Fly through  Checkpoint 1,,,,,,,,Пролететь через Контрольную точку 1,,,,,,,,
actdescDanosMissionIRace1,Fly to checkpoint 1.,,,,,,,,Летите к Контрольной точке 1.,,,,,,,,
tasktitleDanosMissionIRace2,Checkpoint 2,,,,,,,,Контрольная точка 2,,,,,,,,
acttitleDanosMissionIRace2,Fly through  Checkpoint 2,,,,,,,,Пролететь через Контрольную точку 2,,,,,,,,
actdescDanosMissionIRace2,Fly to checkpoint 2.,,,,,,,,Летите к Контрольной точке 2.,,,,,,,,
tasktitleDanosMissionIRace3,Checkpoint 3,,,,,,,,Контрольная точка 3,,,,,,,,
acttitleDanosMissionIRace3,Fly through  Checkpoint 3,,,,,,,,Пролететь через Контрольную точку 3,,,,,,,,
actdescDanosMissionIRace3,Fly to checkpoint 3.,,,,,,,,Летите к Контрольной точке 3.,,,,,,,,
tasktitleDanosMissionIRace4,Checkpoint 4,,,,,,,,Контрольная точка 4,,,,,,,,
acttitleDanosMissionIRace4,Fly through  Checkpoint 4,,,,,,,,Пролететь через Контрольную точку 4,,,,,,,,
actdescDanosMissionIRace4,Fly to checkpoint 4.,,,,,,,,Летите к Контрольной точке 4.,,,,,,,,
tasktitleDanosMissionIRace5,Checkpoint 5,,,,,,,,Контрольная точка 5,,,,,,,,
acttitleDanosMissionIRace5,Fly through  Checkpoint 5,,,,,,,,Пролететь через Контрольную точку 5,,,,,,,,
actdescDanosMissionIRace5,Fly to checkpoint 5.,,,,,,,,Летите к Контрольной точке 5.,,,,,,,,
tasktitleDanosMissionIRace6,Checkpoint 6,,,,,,,,Контрольная точка 6,,,,,,,,
acttitleDanosMissionIRace6,Fly through  Checkpoint 6,,,,,,,,Пролететь через Контрольную точку 6,,,,,,,,
actdescDanosMissionIRace6,Fly to checkpoint 6.,,,,,,,,Летите к Контрольной точке 6.,,,,,,,,
tasktitleDanosMissionIRace7,Checkpoint 7,,,,,,,,Контрольная точка 7,,,,,,,,
acttitleDanosMissionIRace7,Fly through  Checkpoint 7,,,,,,,,Пролететь через Контрольную точку 7,,,,,,,,
actdescDanosMissionIRace7,Fly to checkpoint 7.,,,,,,,,Летите к Контрольной точке 7.,,,,,,,,
tasktitleDanosMissionIRace8,Checkpoint 8,,,,,,,,Контрольная точка 8,,,,,,,,
acttitleDanosMissionIRace8,Fly through  Checkpoint 8,,,,,,,,Пролететь через Контрольную точку 8,,,,,,,,
actdescDanosMissionIRace8,Fly to checkpoint 8.,,,,,,,,Летите к Контрольной точке 8.,,,,,,,,
tasktitleDanosMissionIRace9,Checkpoint 9,,,,,,,,Контрольная точка 9,,,,,,,,
acttitleDanosMissionIRace9,Fly through  Checkpoint 9,,,,,,,,Пролететь через Контрольную точку 9,,,,,,,,
actdescDanosMissionIRace9,Fly to checkpoint 9.,,,,,,,,Летите к Контрольной точке 9.,,,,,,,,
tasktitleDanosMissionIRace10,Checkpoint 10,,,,,,,,Контрольная точка 10,,,,,,,,
acttitleDanosMissionIRace10,Fly through  Checkpoint 10,,,,,,,,Пролететь через Контрольную точку 10,,,,,,,,
actdescDanosMissionIRace10,Fly to checkpoint 10.,,,,,,,,Летите к Контрольной точке 10.,,,,,,,,
tasktitleDanosMissionIRace11,Checkpoint 11,,,,,,,,Контрольная точка 11,,,,,,,,
acttitleDanosMissionIRace11,Fly through  Checkpoint 11,,,,,,,,Пролететь через Контрольную точку 11,,,,,,,,
actdescDanosMissionIRace11,Fly to checkpoint 11.,,,,,,,,Летите к Контрольной точке 11.,,,,,,,,
tasktitleDanosMissionIRace12,Checkpoint 12,,,,,,,,Контрольная точка 12,,,,,,,,
acttitleDanosMissionIRace12,Fly through  Checkpoint 12,,,,,,,,Пролететь через Контрольную точку 12,,,,,,,,
actdescDanosMissionIRace12,Fly to checkpoint 12.,,,,,,,,Летите к Контрольной точке 12.,,,,,,,,
tasktitleDanosMissionIRace13,Checkpoint 13,,,,,,,,Контрольная точка 13,,,,,,,,
acttitleDanosMissionIRace13,Fly through  Checkpoint 13,,,,,,,,Пролететь через Контрольную точку 13,,,,,,,,
actdescDanosMissionIRace13,Fly to checkpoint 13.,,,,,,,,Летите к Контрольной точке 13.,,,,,,,,
tasktitleDanosMissionIRace14,Checkpoint 14,,,,,,,,Контрольная точка 14,,,,,,,,
acttitleDanosMissionIRace14,Fly through  Checkpoint 14,,,,,,,,Пролететь через Контрольную точку 14,,,,,,,,
actdescDanosMissionIRace14,Fly to checkpoint 14.,,,,,,,,Летите к Контрольной точке 14.,,,,,,,,
tasktitleDanosMissionIRaceEnd,Goal!,,,,,,,,Финиш!,,,,,,,,
acttitleDanosMissionIRaceEnd,Reach the goal!,,,,,,,,Достичь финиша!,,,,,,,,
actdescDanosMissionIRaceEnd,Fly to the goal to win!,,,,,,,,"Летите к финишу, чтобы выиграть!",,,,,,,,
completeDanosMissionI,Unknown Voice: Don't forget that this was just a practice in comparison\nto the flight skill needed against other players or the alien veterans!,,,,,,,,"[ff8000]Неизвестный голос:[-] не забывайте, что это была просто практика по сравнению с навыком полета, необходимым против других игроков или ветеранов инопланетян!",,,,,,,,
chptitleDanosMissionII,Danos Mission II,,,,,,,,Данос Миссия II,,,,,,,,
chpdescDanosMissionII,Aliens have torn the connection between Neo and Lantea apart! Find the two Portal towers to overcome the distance but hold a ready to spawn ship blueprint in your factory.,,,,,,,,"Инопланетяне разорвали связь между Нео и Лантеей! Найдите две башни Портала, чтобы преодолеть расстояние, но держите готовый образец корабля на своей фабрике.",,,,,,,,
tasktitleDanosMissionIIJump,Find the Dawn of Galaxy Part I Tower,,,,,,,,Найти Dawn of Galaxy Часть I Башня,,,,,,,,
acttitleDanosMissionIIJump,Discover the Neo planet,,,,,,,,Откройте для себя планету Нео,,,,,,,,
actdescDanosMissionIIJump,\nSomewhere on the planet is the Dawn of Galaxy Part I Tower. This is your ticket to the next part of your adventure.,,,,,,,,\nГде-то на планете находится Dawn of Galaxy Часть I Башня. Это ваш билет на следующую часть вашего приключения.,,,,,,,,
tasktitleDanosMissionIIJumpI,Survive the Dawn of Galaxy Part II Tower,,,,,,,,Выжить в Dawn of Galaxy Часть II Башня,,,,,,,,
acttitleDanosMissionIIJumpI,Clear the Tower and leave the planet,,,,,,,,Зачистить Башню и покинуть планету,,,,,,,,
actdescDanosMissionIIJumpI,\nAfter you cleared the tower focus on your journey to the Danos Planet again.,,,,,,,,"После того, как вы очистите башню, сосредоточьтесь снова на путешествии на планету Данос.",,,,,,,,
tasktitleDanosMissionIIJumpII,Find the Cargo Box 3,,,,,,,,Найдите Контейнер 3,,,,,,,,
acttitleDanosMissionIIJumpII,Fight through & find Cargo Box 3,,,,,,,,Сквозь бой и поиск Контейнера 3,,,,,,,,
actdescDanosMissionIIJumpII,\nAs far as we know there is a green Cargo Box 3 in the Tower with a big material factory boost inside it.,,,,,,,,"Насколько нам известно, в Башне есть зеленый Контейнер 3 с большим материальным усилением.",,,,,,,,
completeDanosMissionII,Unknown Voice: Good job! You are getting closer to the Danos CV-X ... get a ship and continue your journey to Danos Planet,,,,,,,,[ff8000]Неизвестный голос:[-] Хорошая работа! Вы приближаетесь к Данос CV-X ... получите корабль и продолжите путешествие на планету Данос.,,,,,,,,
chptitleDanosMissionIII,Danos Mission III,,,,,,,,Данос Миссия III,,,,,,,,
chpdescDanosMissionIII,You are on your way to the last missions before you can face Danos itself and his ship. Enter the Danos Planet and find the entrance for the Danos Mission II. But be warned. It is harder than it looks. You need to get through whatever might come. Only then you get the coordinates of the last mission entrance point!,,,,,,,,"Вы на пути к последним миссиям, прежде чем сможете встретиться с самим Даносом и его кораблем. Войдите на планету Данос и найдите вход для миссии Данос II. Но будьте осторожны. Это сложнее, чем кажется. Вы должны пройти через то, что может произойти. Только тогда вы получите координаты последней точки входа в миссию!",,,,,,,,
tasktitleDanosMissionIIIDS,Find the Danos Mission II Instance,,,,,,,,Найти инстанс [ff8000]миссии Danos II[-],,,,,,,,
acttitleDanosMissionIIIDS,Discover the Danos Planet,,,,,,,,Откройте для себя планету Данос,,,,,,,,
actdescDanosMissionIIIDS,\nYou won't have a lot of time for the mission so equip yourself as good as you can.,,,,,,,,"У вас не будет много времени для миссии, так что одевайтесь как можно лучше.",,,,,,,,
