KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish
acttitleChainsaw,Chainsaw,,Tronconneuse,,,,Serra Elétrica,,Бензопила,建築　パートⅠ,电锯,,,
actdescChainsaw,"[i]Q: Can I use the chainsaw on my own base like the Multitool?[/i]\nNo.\n\n[i]Q: Does the chainsaw deal any damage to enemies or their bases?[/i]\nYes! If you attack an enemy base or POI, you can fight with the chainsaw in close combat.",,"[i]Q: puis-je utiliser la tronçonneuse sur ma propre base comme l'outil multifonctions ? [/i]\nNon !\n\n[i]Q: la tronconneuse peut-elle infliger des dommages aux ennemis ? [/i]\nOui ! Si vous attaquez une base ennemie ou POI, vous pouvez vous battre avec la tronçonneuse en combat rapproché.",,,,"[i]P: Posso usar a motosserra na minha base como o Multitool? [/i]\nNão.\n\n[i]P: A motosserra causa qualquer dano aos inimigos ou às suas bases? [/i]\nSim! Se você ataca uma base inimiga ou POI, você pode lutar com a motosserra em combate corpo a corpo.",,"[i]В: Могу ли я использовать бензопилу на моей базе для сноса блоков?[/i]\nНет.\n\n[i]В: Наносит ли бензопила какой-либо урон врагам или их постройкам?[/i]\nДа! Если вы атакуете вражескую базу или ТИ, вы можете использовать бензопилу для ближнего боя.",建築　パートⅠ,[i]问：电锯能代替多功能建造枪使用么？[/i]\n不能。\n\n[i]问：电锯可以作为武器使用吗？[/i]\n没问题！对敌时，电锯是不错的近战武器。,,,
tasktitleBuilding,Building - Part I,,Construction - Partie I,,,,Construindo - Parte I,,Строительство - Часть I,建築資材,建筑 - 第一部分,,,
taskheadBuilding,Building - Part I,,Construction - Partie I,,,,Construindo - Parte I,,Строительство - Часть I,,建筑 - 第一部分,,,
acttitleMatz,Building Materials,,Matériaux de construction,,,,Construindo Materiais,,Строительные материалы,ブロックの形状とシリーズ,建筑材料,,,
actdescMatz,"[i]Q: Which building materials are available in the game?[/i]\nYou can choose from four different materials: \n- [u]Wood:[/u] easy to acquire in large numbers from all trees (use Chainsaw or Harvester Module), but very low HP and Armor.\n- [u]Concrete:[/u] a good and durable alternative to steel and very easy to craft in high numbers. You only need rock dust.\n- [u]Steel:[/u] not changed.\n- [u]Hardened Steel:[/u] the most durable material in the game, twice the hitpoints compared to steel – but also needs twice the time and resources to produce.",,"[i]Q: quels matériaux de construction sont disponibles dans le jeu ? [/i]\nVous pouvez choisir parmi 4 matériaux différents :\n- Bois : facile à acquérir en grand nombre à partir des arbres (utiliser la tronçonneuse ou l'Outil coupe bois), mais très pauvre en 'Points dommages' et résistance.\n- Béton : une bonne et durable alternative à l'acier et très facile à fabriquer en grande quantité. Vous avez seulement besoin de pierres.\n- Acier : très résistant, vous avez besoin de fer pour le fabriquer\n- Acier blindé : Le matériau le plus durable dans le jeu, le double de points de vie par rapport à l'acier, mais a aussi besoin de deux fois plus de temps et de ressources pour être fabriqué.\n",,,,"[i]P: Quais materiais de construção estão disponíveis no jogo? [/i]\nVocê pode escolher entre quatro materiais diferentes:\n- [u]Madeira:[/u] é fácil de adquirir em grande número de todas as árvores (use Motosserra ou Modulo de Colheita), mas tem HP e Armadura muito baixo.\n- [u]Concreto:[/u] uma alternativa boa e duradoura ao aço e muito fácil de criar em grande número. Você só precisa de pó de pedra.\n- [u]Aço:[/u] não mudou.\n- [u]Aço Reforçado:[/u] o material mais durável no jogo, o dobro dos pontos de vida em relação ao aço - mas também precisa do dobro do tempo e recursos para produzir.",,"[i]В: Какие строительные материалы есть в игре?[/i]\nВы можете выбирать из четырех различных материалов: \n- [u]Дерево:[/u] легко получается в больших количествах из любых деревьев (используйте бензопилу или сборочный модуль), но имеет очень маленькую прочность.\n- [u]Бетон:[/u] очень хорошая и прочная альтернатива стали и легко получается в больших количествах. Все, что для этого нужно - каменная пыль.\n- [u]Сталь:[/u] не изменилась.\n- [u]Закаленная сталь:[/u] самый прочный материал в игре, удвоенная прочность в сравнении со сталью – однако требует удвоенного времени и ресурсов на производство.",,[i]问：游戏中有哪些建筑材料？[/i]\n你可以在四种材料中选择：\n- [u]木质：[/u]通过电锯或者收割模块伐木可以很简单的大量获得，但是耐久值和装甲低下。\n- [u]水泥：[/u]一种良好的耐久力堪比钢材的材料，你只要弄到岩石粉就可以简单的大量制造。\n- [u]钢质：[/u]原始的基本建筑材料。\n- [u]加固钢质：[/u]本游戏最结实的材料，几乎是钢质方块的两倍耐久 - 但是同样几乎需要双倍资源才能制造。,,,
acttitleBlocks,Block Shapes and Families,,Formes de bloc et familles,,,,Tipos de Blocos e suas Formas,,Семейства и формы блоков,ブロックの回転,方块外形与家装方块,,,
actdescBlocks,"[i]Q: How do i access the shapes for the building blocks (SURVIVAL & CREATIVE)?[/i]\nMove a building block to your toolbelt. Highlight it and hit RIGHT-MOUSE button. This will open the new block-manager with all the shapes.\n\n[i]Q: Which of the building blocks are organized in such 'block families', available with the new block-shapes menu?[/i]\nCurrently the following building blocks are organized that way: Basic Building Block Materials (wood, concrete, steel, hardened steel), Windows, Truss, Stairs, Walkways, Deco (beds etc.), Consoles (Deco), Artificial Indoor Plants and Alien Blocks (for creative only).",,"[i]Q: comment puis-je accéder aux diférentes formes de bloc pendant la construction (Survie & Créatif) ? [/i]\nDéplacez un bloc de construction vers votre barre outils. Puis en jeu, sélectionnez le bloc et clic droit souris. Vous aurez alors accès à toutes les formes disponibles pour ce bloc.\n\n[i] Q : quelles sont différentes familles de blocs de construction bénéficiant de différentes formes ? [/i]\nActuellement il y a :\n- les blocs de contruction avec matériau de base (bois, béton, acier, acier blindé)\n- les fenêtres\n- les blocs treillis\n- les escaliers\n- les passerelles et rambardes\n- les blocs Déco (lits, tables, etc..)\n- les Consoles (Deco)\n- les plantes artificielles d'intérieur\n- les blocs Alien (mode créatif uniquement).\n",,,,"[i]P: Como faço para acessar as formas dos blocos de construção (SOBREVIVÊNCIA & CRIATIVO)? [/i]\nMova um bloco de construção para sua cinto de ferramentas. Destaque-o e pressione o botão direito do mouse. Isso abrirá o novo gerenciador de blocos com todas as formas.\n\n[i]P: Qual dos blocos de construção estão organizados em tais 'grupos', disponível com o novo menu de formas de bloco? [/i]\nAtualmente, os seguintes blocos de construção são organizados dessa forma: Materiais Básicos de Construção (madeira, concreto, aço, aço reforçado), Janelas, Treliças, Escadas, Passarelas, Decorações (camas etc.), Consoles (Deco), Plantas Artificiais de Interior e Blocos Alien (apenas para criativo).",,"[i]В: Как получить доступ к шаблонам строительных блоков (в обоих режимах игры)?[/i]\nПоместите строительный блок на вашу панель инструментов. Выделите его и нажмите ПКМ. Это откроет менеджер блоков со всеми имеющими для типа блока шаблонами.\n\n[i]В: Какие строительные блоки организованы как 'семейства блоков', у которых можно таким образом выбирать шаблоны?[/i]\nНа данный момент такими блоками являются: базовые строительные блоки всех материалов (дерево, бетон, сталь, закаленная сталь), окна, стропила, лестницы, дорожки, декорации (кровати и проч.), консоли (декоративные), искуственные комнатные растения и инопланетные блоки (только в творческом режиме).",,[i]问：生存和创造模式下我怎样打开建筑方块外形设置？[/i]\n将一个建筑方块移到你的快捷栏，选定它，然后点击鼠标右键，就可以打开方块外形选择弹窗。\n\n[i]问：最近又添加了哪些建筑方块和家装方块？[/i]\n目前的设定有：基本建筑方块（木质、水泥、钢质、加固钢质），窗户，桁架，楼梯，过道，装饰（床等），控制台（装饰），室内盆栽，外星方块（仅限创造模式）。,,,
acttitleBrotate,Rotating Blocks,,Rotation des blocs,,,,Rotacionando os Blocos,,Вращение блоков,,方块的旋转,,,
actdescBrotate,"[i]Q: How does the block rotation work?[/i]\nYou can rotate blocks BEFORE and AFTER you have placed them: \n\n[u]BEFORE:[/u] If you want to place a new block, you might notice a green line sticking out from the block. This is the ROTATION AXIS. Change with INSERT or DELETE (Default). If you use HOME or END (default), the block will rotate around the Axis line clockwise or counter-clockwise! Use PAGE UP and PAGE DOWN buttons to move the block up and down vertically! \n\n[u]AFTER:[/u] If you placed a block and would want to rotate it afterwards, you need to equip theMultitool and use its Rotation-Mode (Select via RMB). Aim at a block and you will see the ROTATION AXIS. From here, rotating the block works like when placing a new block (INS/DEL to change Axis, HOME/END to rotate the block).",,"[i]Q: Comment fonctionne la rotation des blocs ? [/i]\nVous pouvez faire pivoter les blocs avant ou après les avoir placés : \n- Avant : quand vous placez un nouveau bloc, vous remarquerez une ligne verte en surbrillance sur le bloc. Il s'agit de l' 'axe de Rotation'. Vous pouvez changer cet axe avec 'Insert' ou 'Delete' (par défaut). Si vous utilisez 'Origine' ou 'Fin' (par défaut), le bloc tournera autour de l'axe dans un sens ou dans l'autre ! Utilisez les touches 'Page Haut' et 'Page Bas' pour déplacer le bloc de haut en bas !\n\n- Après : si vous avez déjà placé un bloc et voulez le faire pivoter, vous devez utiliser l'Outil Multifonctions en mode 'Rotation' (Selectionnable via RMB). Visez un bloc et vous verrez l''axe de Rotation' . Ensuite, le principe de Rotation est le même que celui expliqué précédemment.\n",,,,"[i]P: Como funciona a rotação do bloco? [/i]\nVocê pode girar blocos antes e depois de colocá-los:\n\n[u]ANTES:[/u] Se você deseja colocar um novo bloco, pode notar uma linha verde que sai do bloco. Este é o EIXO DE ROTAÇÃO. Mude com INSERT ou DELETE (Padrão). Se você usar HOME ou END (padrão), o bloco girará em torno da linha do Eixo no sentido horário ou anti-horário! Use os botões PAGE UP e PAGE DOWN para mover o bloco para cima e para baixo verticalmente!\n\n[u]APÓS:[/u] Se você colocou um bloco e gostaria de girar depois, você precisa equipar a Multitool e usar seu Modo de Rotação (Selecionar através do direito do mouse). Aponte para um bloco e você verá o EIXO DE ROTAÇÃO. A partir daqui, rodar o bloco funciona como colocar um novo bloco (INS / DEL para mudar o Eixo, HOME / END para girar o bloco).",,"[i]В: Как работает вращение блоков?[/i]\nВы можете вращать блоки ПЕРЕД и ПОСЛЕ того, как установите их: \n\n[u]ПЕРЕД:[/u] Если вы хотите установить блок, вы можете заметить зеленую линию, пересекающую блок. Это ОСЬ ВРАЩЕНИЯ. Ее направление можно изменить кнопками INSERT или DELETE (по умолчанию). Если нажать HOME или END (по умолчанию), блок будет вращаться вокруг оси по часовой или против часовой стрелки! Используйте кнопки PAGE UP и PAGE DOWN, чтобы перемещать блок вертикально вверх или вниз! \n\n[u]ПОСЛЕ:[/u] Если вы уже разместили блок и хотите его повернуть, вам нужен мульти-инструмент. Прицельтесь в блок и вы увидете ОСЬ ВРАЩЕНИЯ. Теперь вращение блока работает так же, как при установке нового блока (INS/DEL для смены оси, HOME/END для поворота блока).",,[i]问：方块如何旋转？[/i]\n你可以在放置前和放置后随意旋转一个方块：\n\n[u]放置前：[/u]在你放置一个方块时，你应该已经注意到了一条绿色的直线穿透方块的中心，这是“旋转轴”。改变旋转轴的轴向默认键是“INSERT”和“DELETE”键（键盘方向键上面的6个键，不是标准键盘的退散）。如果你按“HOME”和“END”键，方块就会沿着当前的旋转轴自转，“PAGE UP”和“PAGE DOWN”键功能是竖直方向移动方块位置。\n\n[u]放置后：[/u]如果你想旋转一个已经放置好的方块，那就需要用到“多功能建造枪”，切换到“变换和旋转”模式（通过点击鼠标右键）。把枪对准方块，你就会看到和前面一样的“旋转轴”，然后操作就和前面一样了。,,,
acttitlePlane,Block Lines and Planes,,Blocs en lignes et plans,,,,Linhas e Planos de Blocos,,Линии и плоскости блоков,,快捷建造柱梁和墙面,,,
actdescPlane,"[i]Q: Is it possible to place blocks as a line or in a larger plane?[/i]\nYES! HOLD the left mouse button to drag a line of blocks. Hold STRG+left mouse button to create a plane area of blocks. Important Tip: when creating a plane are, make sure your stand is higher than the area you want to place. This makes it a lot easier to drag the plane from the start- to the end-point without getting in trouble with your view. And: you cannot place an endless line or an endless plane.",,"[i]Q: est-il possible de placer plusieurs blocs en une seule fois ? [/i]\nOui ! il y a 2 méthodes : \n1- maintenez bouton gauche souris pour créer une ligne de blocs.\n2- maintenez Ctrl + bouton gauche souris pour créer une surface plane de blocs.\n\n[u]Astuce :[/u] lors de la création d'une surface plane de blocs, assurez-vous d'être plus haut que la zone que vous souhaitez créer, car ce sera plus pratique et vous permettra de mieux exécuter la manip.\n",,,,"[i]P: É possível montar blocos em uma linha ou numa área maior?[/i]\nSim! Segure BotãoEsq do mouse e arraste uma linha de blocos. Segure Ctrl+BotãoEsq pra criar uma área de blocos plana. Dica Importante: quando estiver criando um plano, tenha certeza de ficar em um nível mais alto do que área a ser preenchida. Isto torna muito mais fácil de arrastar do início ao fim sem atrapalhar sua visão. E ainda: Você não pode criar uma linha ou plano infinito.",,"[i]В: Возможно ли устанавливать сразу линию или даже плоскость из блоков?[/i]\nДА! ЗАЖМИТЕ левую кнопку мыши, чтобы нарисовать линию из блоков. Зажмите CTRL+ЛКМ, чтобы нарисовать плоскость из блоков. [u]Важный совет[/u]: когда создаете плоскость, удостоверьтесь, что находитесь выше, чем устанавливаемая вами плоскость. Так гораздо легче растянуть плоскость правильно от начала и до конца без каких либо проблем с полем зрения. И: вы не можете установить бесконечную линию или бесконечную плоскость.",,[i]问：柱梁和墙面有没有快捷的建造法？[/i]\n有的。在放置方块的时候，按住鼠标左键可以快速拉出一个柱梁，或者按住Ctrl+鼠标左键，斜向可以拉出一面墙或板。专业贴：快捷建造时尽量站高处，把自己的视角调高调远，否则你拉的长度和面积因无法超出视角会中断，用玩家无人机是最方便的。,,,
acttitleMisc,Move Wireframe / Remove Dirt,,Relief du terrain,,,,Mover Contorno / Remover Sujeira,,Перемещение каркасов / съем грунта,建築　－　パートⅡ,地形对放置方块有无影响,,,
actdescMisc,[i]Q: Do I need to flatten the terrain ahead of placing a base starter block?[/i]\nNo. You can move the preview- wireframe UP and DOWN ahead of placing it. Please have a look in the Options menu to which keys this action is currently bound to (Default Page Up and Page down).\n\n[i]Q: I have built my base into a hill and need to remove the dirt. Does the drill or flatten mode of the Multitool damage my base blocks?[/i]\nNo.\n\n[i]Q: How do i remove blocks without using the Multitool Tool in CREATIVE?[/i]\nUse SHIFT-rightmouse click (This has been changed from pre-alpha as right-click also brings up the block-manager now)\n\n[i]Q: The night is so dark – what can I do?[/i]\nPlace some work lights! \n\n[u]Tip:[/u] The Player Drone (F5) can do ALL of the building tasks as well!,,"[i]Q: ai-je besoin d'aplanir le terrain avant de placer un bloc de départ - Base ? [/i]\nNon ! le bloc se positionnera de lui-même mais vous pouvez déplacer la prévisualisation du bloc vers le haut ou le bas avant de le placer (Page Haut/Page Bas).\n\n[i]Q: je construit ma Base sur une colline, puis-je utiliser l'Outil Multifonctions pour creuser ou aplanir le terrain sans endommager les blocs déjà placés ? [/i]\nOui !\n\n[i]Q: Comment puis-je supprimer des blocs sans utiliser l'Outil Multifonctions en mode Créatif ? [/i]\nUtilisez SHIFT + Clic droit\n\n[i]Q: Comment construire ma Base la nuit  ? [/i]\nVous pouvez placer plusieurs 'Eclairages' (terrain) pour pouvoir travailler ! \n\n[u]Astuce :[/u] Vous pouvez utiliser le Drone-Joueur (F5) pour vous faciliter le travail dans vos différentes tâches de construction, notamment en hauteur !",,,,[i]P: Preciso aplainar o terreno antes de colocar um bloco de inicialização base? [/i]\nNão. Você pode mover o contorno de pré-visualização para CIMA ou para BAIXO antes de colocá-lo. Por favor dê uma olhada no menu Opções para saber quais botões esta ação está atualmente vinculada (Default Page Up e Page down).\n\n[i]P: Eu construí minha base em uma colina e preciso remover a sujeira. O modo de perfuração ou achatamento do Multitool danifica os blocos da minha base? [/i]\nNão.\n\n[i]P: Como eu removo blocos sem usar a ferramenta Multitool no CRIATIVO? [/i]\nUse o botão SHIFT-direito do mouse (Isso foi alterado de pré-alfa como o botão direito do mouse também traz o gerenciador de blocos agora)\n\n[i]P: A noite está tão escura - o que posso fazer? [/i]\nColoque algumas luzes de trabalho!\n\n[u]Dica:[/u] O Drone do Jogador (F5) pode fazer TODAS as tarefas de construção também!,,"[i]В: Нужно ли мне выравнивать поверхность ландшафта перед тем как установить основу базы?[/i]\nНет. Вы можете подвинуть голограмму предпросмотра вверх/вниз перед тем, как установить основу. Сверьтесь с настройками, чтобы узнать какие кнопки отвечают за это (по умолчанию это Page Up и Page Down).\n\n[i]В: Я построил мою базу и хочу убрать почву. Будет ли бур или ландшафтный инструмент повреждать блоки базы?[/i]\nНет.\n\n[i]В: Как я могу убрать блоки, не используя мульти-инструмент в ТВОРЧЕСКОМ режиме?[/i]\nИспользуйте SHIFT-ПКМ (это изменение по сравнению с пре-альфой сделано из-за появления менеджера блоков, который вызывается по ПКМ)\n\n[i]В: Ночи слишком темные - что я могу с этим сделать?[/i]\nУстановите несколько переносных прожекторов!\n\n[u]Совет:[/u] Дрон игрока (F5) может делать все те же строительные работы, как и сам игрок!",建築　－　パートⅡ,[i]问：在我建造基地前我需要先把基地范围的地形铲平么？[/i]\n不需要。在崎岖地形放置方块，可以利用Page Up和Page down键（默认）来提升或降低你方块的位置，以保证最下面的方块是接触地表的。\n\n[i]问：我在山边建家后，想扩建时需要铲平一些自然地形，采矿枪或多功能建造枪会不会对我的基地造成伤害？[/i]\n不会。\n\n[i]问：夜间如何施工？[/i]\n你可以放置一些工作灯！\n\n[u]技术贴：[/u]玩家无人机完全可以代替你建造基地什么的。,,,
tasktitleBuilding2,Building - Part II,,Construction - Partie II,,,,Construindo - Parte II,,Строительство - Часть II,,建筑 - 第二部分,,,
taskheadBuilding2,Building - Part II,,Construction - Partie II,,,,Construindo - Parte II,,Строительство - Часть II,,建筑 - 第二部分,,,
acttitleMirror,Mirror Planes,,Mode miroir,,,,Planos Espelho,,Зеркальные проекции,テクスチャーとペイント,镜像建造,,,
actdescMirror,"[i]Q: Can I use a mirror mode when building?[/i]\nYes. You need to hold a block in your hand. Then click and hold N and select the mirror plane you want to use. While still holding N, click on a block of your vessel that should serve as the 'mirror axis'. A mirror plane will be shown. You can only use one mirror plane at a time.",,"[i]Q : puis-je utiliser le mode miroir lors de la construction ? [/i]\nOui. Vous devez d'abord sélectionner un axe de symétrie. Maintenez 'N' appuyé, puis dans la fenêtre 'Outils de construction', cochez l'axe choisi. Pour appliquer la symétrie, vous devez avoir un bloc à la main, puis tout en maintenant toujours N, cliquez sur le bloc que vous tenez, et un plan de symétrie s'affichera.\nVous pouvez sélectionner l'axe de symétrie et appliquer un plan en une même opération.\nPar contre, vous ne pouvez utiliser qu'un seul plan de symétrie à la fois.\n",,,,"[i]P: Posso usar um modo de espelhamento enquanto construo?[/i]\nSim. Voce precisa estar segurando um bloco. Então clique e segure N e selecione o plano de espelhamento que deseja. Enquanto segura N, clique na sua estrutura em um bloco que vá servir de eixo do espelhamento. Um plano de espelhamento aparecerá. Você só pode usar um plano por vez.",,"[i]В: Могу ли я использовать зеркалирование в процессе стройки?[/i]\nДа. Вы должны держать в руке блок. Затем зажмите N и выберите режим зеркалирования, который вы хотите использовать. Не отпуская N нажмите на блок вашего судна, который будет служить в качестве 'оси зеркалирования'. Зеркальная плоскость будет отображена. Вы можете использовать только одну зеркальную плоскость в каждый момент времени.",,[i]问：本游戏支持镜像建造么？[/i]\n支持。当你把方块放在手中时，按住N键点选“对称平面”复选框内XY、XZ、YZ的某一栏作为对称中线，按住N再点一下鼠标左键，屏幕会出现红蓝绿某一色虚框作为对称平面；松开N，这时在此对称平面某一侧放置方块，平面另一侧会自动镜像放置。取消镜像只要按住N选择“对称平面”复选框内的“无”，一次只能选定一个平面镜像建造。,,,
acttitlePaint,Painting and Texturing,,Peinture et Texture,,,,Pintando e aplicando Texturas,,Окраска и текстурирование,ウインドウの透明度,喷涂和纹理,,,
actdescPaint,[i]Q: Is it possible to re-texture devices like stairs or generators?[/i]\nYes!\n\n[i]Q: Is it possible to apply a texture or a paint to a whole block?[/i]\nYes. Just tick the 'apply to all sides' button in the paint/texture menu.\n\n[i]Q: Why do the available textures change in my tool while pointing at different blocks?[/i]\nThe available textures are split in two sections: \n1. Common textures that are available for all block materials. \n2. Special textures that are only available for certain materials.\n\nThe Special Textures are automatically loaded to the menu when pointing at a block with the texture tool!,,"[i]Q : est-il possible de redéfinir la texture des éléments comme les escaliers ou les générateurs ? [/i]\nOui !\n\n[i] Q : est-il possible d'appliquer une texture ou une peinture à un bloc entier ? [/i]\nOui. Cochez simplement le bouton « appliquer au bloc entier » dans le menu peinture/texture (clic droit).\n\n[i]Q: pourquoi les textures disponibles changent-elles dans mon outil en fonction des différents blocs visés ? [/i]\nLes textures disponibles sont divisés en deux sections :\n1- les textures de base, disponibles pour tout type de matériau.\n2- les textures spéciales qui ne sont disponibles que pour certaines matériaux.\n\nLes Textures spéciales sont automatiquement chargées dans le menu lorsque vous visez un bloc spécifique avec l'outil de texture !\n",,,,[i]P: É possível re-texturizar dispositivos como escadas ou geradores? [/i]\nSim!\n\n[i]P: É possível aplicar uma textura ou uma tinta a um bloco inteiro? [/i]\nSim. Basta assinalar o botão 'aplicar para todos os lados' no menu de pintura/textura.\n\n[i]P: Por que as texturas disponíveis mudam na minha ferramenta ao apontar para diferentes blocos? [/i]\nAs texturas disponíveis são divididas em duas seções:\n1. Texturas comuns disponíveis para todos os materiais de bloco.\n2. Texturas especiais que só estão disponíveis para determinados materiais.\n\nAs texturas especiais são carregadas automaticamente no menu ao apontar para um bloco com a ferramenta de textura!,,[i]В: Возможно ли перекрасить обьекты такие как лесницы или генераторы?[/i]\nО: Да!\n\n[i]В: Можно ли применить текстуру или окраску к целому блоку?[/i]\nО: Да. Просто установите флажок 'Применить ко всему блоку' в меню окрашивания/текстурирования.\n\n[i]В: Почему доступные текстуры меняются в зависимости от текущего блока?[/i]\nО: Доступные текстуры делятся на два раздела: \n1. Общие текстуры доступны для всех материалов. \n2. Специализированные текстуры доступны только для конкретных материалов.\n\nСпециализированные текстуры автоматически появляются в меню текстурирования для соответствующих материалов!,,[i]问：可以给一些方块和设备，例如楼梯或者发电机重新喷涂颜色么？[/i]\n可以。\n\n[i]问：可以一次给一个方块所有表面喷涂颜色或纹理么？[/i]\n可以。只要在喷涂选择菜单把“应用到整个方块”复选框勾上。\n\n[i]问：为什么给不同方块喷涂同样纹理，效果会不一样？[/i]\n目前可用的纹理分为两类：\n1.可以应用到所有方块材质的普通纹理。\n2.某些固定材质的方块对某些纹理会有特殊显示。\n\n这些固定的特殊显示会在喷涂枪菜单里查到。,,,
acttitleWopac,Window Opacity,,Opacité fenêtres,,,,Transparência da Janela,,Прозрачность окон,デバイスの設定変更,玻璃窗透明度,,,
actdescWopac,[i]Q: How can I switch the opacity of the standard windows?[/i]\nEquip the Multitool and set to Rotate mode via RMB. Then aim at the window and left-mouse-click to swap the opacity (this does not work for the windows with blinds!),,[i]Q : Comment puis-je changer l'opacité des fenêtres standards ? [/i]\nÉquipez-vous de l'outil Multifonctions et sélectionnez le mode 'Changer - Rotation' avec RMB. Puis visez la fenêtre et clic gauche souris pour changer l'opacité (ne fonctionne pas avec les fenêtres ajourées !)\n,,,,"[i]P: Como posso mudar a transparência das janelas comuns?[/i]\nEquipe a Multitool, selecione Rotacionar pelo botão direito e aponte para a janela. Clicando com o botão esquerdo do mouse para modificar. (Não funciona nas janelas com películas!)",,"[i]В: Как я могу переключать прозрачность стандартных окон?[/i]\nЭкипируйтесь мультитулом и установите его в режим вращения при помощи ПКМ. Затем, прицельтесь в окно и нажмите ЛКМ для смены прозрачности (это не работает для окон с жалоюзи!)",,[i]问：我如何设定一扇玻璃窗的透明度？[/i]\n装备多功能建造枪，点击鼠标右键选择“变换和旋转”功能。对准窗户按鼠标左键即可切换透明度（带百叶的窗户无效）！,,,
acttitleSettings,Change Device Settings,,Modifier les paramètres d'un élément,,,,Mude as Configurações de um Dispositivo,,Изменение настроек устройств,ベースや艦船の名前の変更,改变设备设定,,,
actdescSettings,"[i]Q: Do I need to walk up to any of my devices to adjust their settings, for example for changing the color of lights?[/i]\nThere are several ways how you can work on the devices of a base or vessel\n1. Walk up to a device, aim the crosshair at it and hit P. The Control Panel will open the device detail page! (You need to be in physical touch with the base or vessel!) \n2. Open the Control Panel (P) and use the list on the left to open the detail page",,"[i]Q: comment modifier les paramètres des différents éléments de ma structure, par exemple pour changer la couleur des éclairages ? [/i]\nCertains éléments possèdent des paramètres modifiables.\nPour accéder à ces paramètres, il a y 2 façons de faire :\n1- approchez-vous de l'élément (vous devez être en contact avec la structure), puis visez-le et tapez (P). Le panneau de contrôle s'ouvrira, puis dans l'onglet 'Eléments', vous serez directement positionné sur l'élément concerné !\n2- ouvrez le panneau de contrôle (P), puis dans l'onglet 'Eléments', rechercher l'élément dans la liste sur la gauche.\n\nLes paramètres modifiables se trouvent sur la droite, dans la fenêtre 'Configuration'.\n[u]Note :[/u] Certains éléments sont 'accessibles' (réservoirs, containers, frigos, etc...). A partir de ce même écran vous pouvez accéder à ces éléments via le gros bouton 'Accès' sur la droite.\n",,,,"[i]P: Eu preciso andar até um dispositivo para ajustá-lo? Por exemplo, para mudar as cores de uma luminária?[/i]\nHá várias maneiras de lidar com os dispositivos em uma Base ou Vessel:\n1. Caminhe até o dispositivo, mire nele e aperte P. O Painel de Controle abrirá com os detalhes do aparelho! (Vc precisa estar fisicamente em contato com a estrutura!)\n2. Abra o Painel de Controle (P) e através da lista de dispositivos, selecione a guia desejada.",,"[i]В: Что я должен делать, чтобы настроить некоторые опции моих устройств, например, таких как цвет освещения?[/i]\nЕсть несколько вариантов работы с устройствами вашей базы или судна\n1. Подойти к устройству, навести на него прицел и нажать P. Панель управления откроется на странице детальных настроек устройства! (Вы должны иметь физический контакт с базой или судном!) \n2. Открыть панель управления (P) и нажать на устройство в списке слева для открытия страницы детальных настроек",,[i]问：我必须靠近一些设备才能改变它们的某些设定么？比如改变灯光颜色？[/i]\n有很多种办法可以改变你基地或飞船内设备的设定。\n1.靠近设备，对准设备，当屏幕中间的准星变为小方块时点击P键，进入控制面板后，该设备在“设备”页中会被自动选定，然后你可以更改设置（期间你的身体要和基地或飞船有物理接触）。\n2.直接打开控制面板，在设备页左侧找寻设备更改之。,,,
acttitleRename,Renaming Base/Vessel/Devices,,Renommer structures / éléments,,,,Renomeando Bases/Vessels/Dispositivos,,Переименование баз/судов/устройств,パートI - 艦船,重命名基地/飞船/设备,,,
